"Plot Title: CMW2"
"#","Date Time, GMT-07:00","Abs Pres, psi (LGR S/N: 20844447, SEN S/N: 20844447)","Temp, °F (LGR S/N: 20844447, SEN S/N: 20844447)","Abs Pres Barom., psi (LGR S/N: 20844446, SEN S/N: 20844446)","Sensor Depth, feet (LGR S/N: 20844447)","Coupler Detached (LGR S/N: 20844447)","Coupler Attached (LGR S/N: 20844447)","Host Connected (LGR S/N: 20844447)","End Of File (LGR S/N: 20844447)"
1,07/06/21 08:30:00 AM,12.4609,53.973,,,Logged,,,
2,07/06/21 09:00:00 AM,12.4567,52.225,,,,,,
3,07/06/21 09:30:00 AM,12.4563,52.050,,,,,,
4,07/06/21 10:00:00 AM,12.4545,51.874,,,,,,
5,07/06/21 10:30:00 AM,12.4516,51.874,,,,,,
6,07/06/21 11:00:00 AM,12.4502,51.874,,,,,,
7,07/06/21 11:30:00 AM,12.4473,51.874,,,,,,
8,07/06/21 12:00:00 PM,12.4460,51.874,,,,,,
9,07/06/21 12:30:00 PM,12.4460,51.874,12.3594,0.200,,,,
10,07/06/21 01:00:00 PM,12.4445,51.874,12.3581,0.200,,,,
11,07/06/21 01:30:00 PM,12.4431,51.874,12.3574,0.198,,,,
12,07/06/21 02:00:00 PM,12.4445,51.874,12.3513,0.215,,,,
13,07/06/21 02:30:00 PM,12.4445,51.874,12.3481,0.223,,,,
14,07/06/21 03:00:00 PM,12.4374,51.874,12.3452,0.213,,,,
15,07/06/21 03:30:00 PM,12.4389,51.874,12.3466,0.213,,,,
16,07/06/21 04:00:00 PM,12.4374,51.874,12.3400,0.225,,,,
17,07/06/21 04:30:00 PM,12.4345,51.874,12.3391,0.220,,,,
18,07/06/21 05:00:00 PM,12.4331,51.874,12.3372,0.221,,,,
19,07/06/21 05:30:00 PM,12.4274,51.874,12.3359,0.211,,,,
20,07/06/21 06:00:00 PM,12.4289,51.874,12.3347,0.217,,,,
21,07/06/21 06:30:00 PM,12.4274,51.874,12.3343,0.215,,,,
22,07/06/21 07:00:00 PM,12.4274,51.874,12.3320,0.220,,,,
23,07/06/21 07:30:00 PM,12.4289,51.874,12.3324,0.223,,,,
24,07/06/21 08:00:00 PM,12.4303,51.874,12.3292,0.233,,,,
25,07/06/21 08:30:00 PM,12.4303,51.874,12.3292,0.233,,,,
26,07/06/21 09:00:00 PM,12.4316,51.874,12.3315,0.231,,,,
27,07/06/21 09:30:00 PM,12.4360,51.874,12.3373,0.228,,,,
28,07/06/21 10:00:00 PM,12.4374,51.874,12.3431,0.218,,,,
29,07/06/21 10:30:00 PM,12.4374,51.874,12.3458,0.212,,,,
30,07/06/21 11:00:00 PM,12.4389,51.874,12.3439,0.219,,,,
31,07/06/21 11:30:00 PM,12.4374,51.874,12.3453,0.213,,,,
32,07/07/21 12:00:00 AM,12.4389,51.874,12.3424,0.223,,,,
33,07/07/21 12:30:00 AM,12.4374,51.874,12.3459,0.211,,,,
34,07/07/21 01:00:00 AM,12.4389,51.874,12.3434,0.220,,,,
35,07/07/21 01:30:00 AM,12.4389,51.874,12.3418,0.224,,,,
36,07/07/21 02:00:00 AM,12.4389,51.874,12.3442,0.219,,,,
37,07/07/21 02:30:00 AM,12.4389,51.874,12.3423,0.223,,,,
38,07/07/21 03:00:00 AM,12.4402,51.874,12.3434,0.223,,,,
39,07/07/21 03:30:00 AM,12.4389,51.874,12.3459,0.215,,,,
40,07/07/21 04:00:00 AM,12.4345,51.874,12.3434,0.210,,,,
41,07/07/21 04:30:00 AM,12.4379,52.050,12.3405,0.225,,,,
42,07/07/21 05:00:00 AM,12.4374,51.874,12.3421,0.220,,,,
43,07/07/21 05:30:00 AM,12.4350,52.050,12.3401,0.219,,,,
44,07/07/21 06:00:00 AM,12.4345,51.874,12.3392,0.220,,,,
45,07/07/21 06:30:00 AM,12.4364,52.050,12.3400,0.223,,,,
46,07/07/21 07:00:00 AM,12.4392,52.050,12.3447,0.218,,,,
47,07/07/21 07:30:00 AM,12.4364,52.050,12.3469,0.207,,,,
48,07/07/21 08:00:00 AM,12.4335,52.050,12.3447,0.205,,,,
49,07/07/21 08:30:00 AM,12.4321,52.050,12.3485,0.193,,,,
50,07/07/21 09:00:00 AM,12.4306,52.050,12.3489,0.188,,,,
51,07/07/21 09:30:00 AM,12.4306,52.050,12.3401,0.209,,,,
52,07/07/21 10:00:00 AM,12.4264,52.050,12.3434,0.191,,,,
53,07/07/21 10:30:00 AM,12.4235,52.050,12.3439,0.184,,,,
54,07/07/21 11:00:00 AM,12.4220,52.050,12.3424,0.184,,,,
55,07/07/21 11:30:00 AM,12.4220,52.050,12.3426,0.183,,,,
56,07/07/21 12:00:00 PM,12.4235,52.050,12.3404,0.192,,,,
57,07/07/21 12:30:00 PM,12.4193,52.050,12.3392,0.185,,,,
58,07/07/21 01:00:00 PM,12.4178,52.050,12.3363,0.188,,,,
59,07/07/21 01:30:00 PM,12.4136,52.050,12.3310,0.191,,,,
60,07/07/21 02:00:00 PM,12.4136,52.050,12.3273,0.199,,,,
61,07/07/21 02:30:00 PM,12.4107,52.050,12.3275,0.192,,,,
62,07/07/21 03:00:00 PM,12.4093,52.050,12.3237,0.198,,,,
63,07/07/21 03:30:00 PM,12.4107,52.050,12.3188,0.212,,,,
64,07/07/21 04:00:00 PM,12.4064,52.050,12.3124,0.217,,,,
65,07/07/21 04:30:00 PM,12.4036,52.050,12.3130,0.209,,,,
66,07/07/21 05:00:00 PM,12.4022,52.050,12.3109,0.211,,,,
67,07/07/21 05:30:00 PM,12.3978,52.050,12.3070,0.210,,,,
68,07/07/21 06:00:00 PM,12.3965,52.050,12.3059,0.209,,,,
69,07/07/21 06:30:00 PM,12.3978,52.050,12.3065,0.211,,,,
70,07/07/21 07:00:00 PM,12.4007,52.050,12.3070,0.216,,,,
71,07/07/21 07:30:00 PM,12.4022,52.050,12.3014,0.233,,,,
72,07/07/21 08:00:00 PM,12.3993,52.050,12.3014,0.226,,,,
73,07/07/21 08:30:00 PM,12.4022,52.050,12.3005,0.235,,,,
74,07/07/21 09:00:00 PM,12.4022,52.050,12.3031,0.229,,,,
75,07/07/21 09:30:00 PM,12.4064,52.050,12.3079,0.227,,,,
76,07/07/21 10:00:00 PM,12.4093,52.050,12.3131,0.222,,,,
77,07/07/21 10:30:00 PM,12.4107,52.050,12.3152,0.221,,,,
78,07/07/21 11:00:00 PM,12.4107,52.050,12.3144,0.222,,,,
79,07/07/21 11:30:00 PM,12.4078,52.050,12.3143,0.216,,,,
80,07/08/21 12:00:00 AM,12.4093,52.050,12.3163,0.215,,,,
81,07/08/21 12:30:00 AM,12.4122,52.050,12.3154,0.223,,,,
82,07/08/21 01:00:00 AM,12.4093,52.050,12.3166,0.214,,,,
83,07/08/21 01:30:00 AM,12.4122,52.050,12.3160,0.222,,,,
84,07/08/21 02:00:00 AM,12.4122,52.050,12.3153,0.224,,,,
85,07/08/21 02:30:00 AM,12.4122,52.050,12.3166,0.221,,,,
86,07/08/21 03:00:00 AM,12.4122,52.050,12.3172,0.219,,,,
87,07/08/21 03:30:00 AM,12.4126,52.225,12.3159,0.223,,,,
88,07/08/21 04:00:00 AM,12.4139,52.225,12.3159,0.226,,,,
89,07/08/21 04:30:00 AM,12.4154,52.225,12.3183,0.224,,,,
90,07/08/21 05:00:00 AM,12.4139,52.225,12.3181,0.221,,,,
91,07/08/21 05:30:00 AM,12.4154,52.225,12.3195,0.221,,,,
92,07/08/21 06:00:00 AM,12.4154,52.225,12.3205,0.219,,,,
93,07/08/21 06:30:00 AM,12.4154,52.225,12.3221,0.215,,,,
94,07/08/21 07:00:00 AM,12.4154,52.225,12.3199,0.220,,,,
95,07/08/21 07:30:00 AM,12.4168,52.225,12.3265,0.209,,,,
96,07/08/21 08:00:00 AM,12.4168,52.225,12.3255,0.211,,,,
97,07/08/21 08:30:00 AM,12.4154,52.225,12.3299,0.197,,,,
98,07/08/21 09:00:00 AM,12.4183,52.225,12.3340,0.194,,,,
99,07/08/21 09:30:00 AM,12.4168,52.225,12.3291,0.203,,,,
100,07/08/21 10:00:00 AM,12.4154,52.225,12.3315,0.193,,,,
101,07/08/21 10:30:00 AM,12.4168,52.225,12.3334,0.192,,,,
102,07/08/21 11:00:00 AM,12.4139,52.225,12.3327,0.187,,,,
103,07/08/21 11:30:00 AM,12.4154,52.225,12.3339,0.188,,,,
104,07/08/21 12:00:00 PM,12.4154,52.225,12.3371,0.181,,,,
105,07/08/21 12:30:00 PM,12.4154,52.225,12.3346,0.186,,,,
106,07/08/21 01:00:00 PM,12.4168,52.225,12.3353,0.188,,,,
107,07/08/21 01:30:00 PM,12.4154,52.225,12.3305,0.196,,,,
108,07/08/21 02:00:00 PM,12.4183,52.225,12.3304,0.203,,,,
109,07/08/21 02:30:00 PM,12.4183,52.225,12.3250,0.215,,,,
110,07/08/21 03:00:00 PM,12.4139,52.225,12.3250,0.205,,,,
111,07/08/21 03:30:00 PM,12.4154,52.225,12.3228,0.214,,,,
112,07/08/21 04:00:00 PM,12.4139,52.225,12.3272,0.200,,,,
113,07/08/21 04:30:00 PM,12.4126,52.225,12.3230,0.207,,,,
114,07/08/21 05:00:00 PM,12.4112,52.225,12.3252,0.199,,,,
115,07/08/21 05:30:00 PM,12.4112,52.225,12.3253,0.198,,,,
116,07/08/21 06:00:00 PM,12.4112,52.225,12.3247,0.200,,,,
117,07/08/21 06:30:00 PM,12.4112,52.225,12.3236,0.202,,,,
118,07/08/21 07:00:00 PM,12.4126,52.225,12.3244,0.204,,,,
119,07/08/21 07:30:00 PM,12.4139,52.225,12.3208,0.215,,,,
120,07/08/21 08:00:00 PM,12.4168,52.225,12.3237,0.215,,,,
121,07/08/21 08:30:00 PM,12.4212,52.225,12.3246,0.223,,,,
122,07/08/21 09:00:00 PM,12.4239,52.225,12.3305,0.216,,,,
123,07/08/21 09:30:00 PM,12.4268,52.225,12.3346,0.213,,,,
124,07/08/21 10:00:00 PM,12.4354,52.225,12.3426,0.214,,,,
125,07/08/21 10:30:00 PM,12.4381,52.225,12.3460,0.213,,,,
126,07/08/21 11:00:00 PM,12.4410,52.225,12.3465,0.218,,,,
127,07/08/21 11:30:00 PM,12.4425,52.225,12.3478,0.219,,,,
128,07/09/21 12:00:00 AM,12.4439,52.225,12.3507,0.215,,,,
129,07/09/21 12:30:00 AM,12.4425,52.225,12.3487,0.217,,,,
130,07/09/21 01:00:00 AM,12.4439,52.225,12.3484,0.221,,,,
131,07/09/21 01:30:00 AM,12.4410,52.225,12.3495,0.211,,,,
132,07/09/21 02:00:00 AM,12.4396,52.225,12.3484,0.211,,,,
133,07/09/21 02:30:00 AM,12.4439,52.225,12.3520,0.212,,,,
134,07/09/21 03:00:00 AM,12.4486,52.401,12.3579,0.209,,,,
135,07/09/21 03:30:00 AM,12.4500,52.401,12.3578,0.213,,,,
136,07/09/21 04:00:00 AM,12.4486,52.401,12.3591,0.207,,,,
137,07/09/21 04:30:00 AM,12.4515,52.401,12.3597,0.212,,,,
138,07/09/21 05:00:00 AM,12.4500,52.401,12.3577,0.213,,,,
139,07/09/21 05:30:00 AM,12.4529,52.401,12.3627,0.208,,,,
140,07/09/21 06:00:00 AM,12.4571,52.401,12.3643,0.214,,,,
141,07/09/21 06:30:00 AM,12.4600,52.401,12.3698,0.208,,,,
142,07/09/21 07:00:00 AM,12.4628,52.401,12.3737,0.206,,,,
143,07/09/21 07:30:00 AM,12.4643,52.401,12.3810,0.192,,,,
144,07/09/21 08:00:00 AM,12.4643,52.401,12.3806,0.193,,,,
145,07/09/21 08:30:00 AM,12.4628,52.401,12.3823,0.186,,,,
146,07/09/21 09:00:00 AM,12.4657,52.401,12.3846,0.187,,,,
147,07/09/21 09:30:00 AM,12.4643,52.401,12.3801,0.194,,,,
148,07/09/21 10:00:00 AM,12.4628,52.401,12.3825,0.185,,,,
149,07/09/21 10:30:00 AM,12.4615,52.401,12.3848,0.177,,,,
150,07/09/21 11:00:00 AM,12.4643,52.401,12.3851,0.183,,,,
151,07/09/21 11:30:00 AM,12.4628,52.401,12.3820,0.186,,,,
152,07/09/21 12:00:00 PM,12.4615,52.401,12.3820,0.183,,,,
153,07/09/21 12:30:00 PM,12.4615,52.401,12.3823,0.183,,,,
154,07/09/21 01:00:00 PM,12.4615,52.401,12.3826,0.182,,,,
155,07/09/21 01:30:00 PM,12.4571,52.401,12.3819,0.174,,,,
156,07/09/21 02:00:00 PM,12.4586,52.401,12.3801,0.181,,,,
157,07/09/21 02:30:00 PM,12.4600,52.401,12.3762,0.193,,,,
158,07/09/21 03:00:00 PM,12.4586,52.401,12.3798,0.182,,,,
159,07/09/21 03:30:00 PM,12.4571,52.401,12.3777,0.183,,,,
160,07/09/21 04:00:00 PM,12.4529,52.401,12.3662,0.200,,,,
161,07/09/21 04:30:00 PM,12.4515,52.401,12.3652,0.199,,,,
162,07/09/21 05:00:00 PM,12.4500,52.401,12.3601,0.208,,,,
163,07/09/21 05:30:00 PM,12.4500,52.401,12.3623,0.203,,,,
164,07/09/21 06:00:00 PM,12.4486,52.401,12.3606,0.203,,,,
165,07/09/21 06:30:00 PM,12.4486,52.401,12.3571,0.211,,,,
166,07/09/21 07:00:00 PM,12.4515,52.401,12.3607,0.210,,,,
167,07/09/21 07:30:00 PM,12.4529,52.401,12.3608,0.213,,,,
168,07/09/21 08:00:00 PM,12.4571,52.401,12.3646,0.214,,,,
169,07/09/21 08:30:00 PM,12.4600,52.401,12.3684,0.212,,,,
170,07/09/21 09:00:00 PM,12.4643,52.401,12.3727,0.211,,,,
171,07/09/21 09:30:00 PM,12.4714,52.401,12.3788,0.214,,,,
172,07/09/21 10:00:00 PM,12.4757,52.401,12.3833,0.213,,,,
173,07/09/21 10:30:00 PM,12.4772,52.401,12.3859,0.211,,,,
174,07/09/21 11:00:00 PM,12.4772,52.401,12.3852,0.212,,,,
175,07/09/21 11:30:00 PM,12.4785,52.401,12.3864,0.213,,,,
176,07/10/21 12:00:00 AM,12.4785,52.401,12.3874,0.210,,,,
177,07/10/21 12:30:00 AM,12.4785,52.401,12.3871,0.211,,,,
178,07/10/21 01:00:00 AM,12.4772,52.401,12.3888,0.204,,,,
179,07/10/21 01:30:00 AM,12.4772,52.401,12.3864,0.210,,,,
180,07/10/21 02:00:00 AM,12.4785,52.401,12.3856,0.214,,,,
181,07/10/21 02:30:00 AM,12.4761,52.576,12.3859,0.208,,,,
182,07/10/21 03:00:00 AM,12.4757,52.401,12.3830,0.214,,,,
183,07/10/21 03:30:00 AM,12.4718,52.576,12.3843,0.202,,,,
184,07/10/21 04:00:00 AM,12.4747,52.576,12.3851,0.207,,,,
185,07/10/21 04:30:00 AM,12.4747,52.576,12.3823,0.213,,,,
186,07/10/21 05:00:00 AM,12.4761,52.576,12.3840,0.213,,,,
187,07/10/21 05:30:00 AM,12.4761,52.576,12.3836,0.214,,,,
188,07/10/21 06:00:00 AM,12.4789,52.576,12.3865,0.213,,,,
189,07/10/21 06:30:00 AM,12.4789,52.576,12.3913,0.202,,,,
190,07/10/21 07:00:00 AM,12.4804,52.576,12.3962,0.194,,,,
191,07/10/21 07:30:00 AM,12.4833,52.576,12.3993,0.194,,,,
192,07/10/21 08:00:00 AM,12.4847,52.576,12.4007,0.194,,,,
193,07/10/21 08:30:00 AM,12.4847,52.576,12.4026,0.189,,,,
194,07/10/21 09:00:00 AM,12.4818,52.576,12.4013,0.186,,,,
195,07/10/21 09:30:00 AM,12.4818,52.576,12.3972,0.195,,,,
196,07/10/21 10:00:00 AM,12.4775,52.576,12.3988,0.181,,,,
197,07/10/21 10:30:00 AM,12.4747,52.576,12.3986,0.176,,,,
198,07/10/21 11:00:00 AM,12.4761,52.576,12.3988,0.178,,,,
199,07/10/21 11:30:00 AM,12.4775,52.576,12.3964,0.187,,,,
200,07/10/21 12:00:00 PM,12.4732,52.576,12.3975,0.175,,,,
201,07/10/21 12:30:00 PM,12.4718,52.576,12.3935,0.181,,,,
202,07/10/21 01:00:00 PM,12.4703,52.576,12.3917,0.181,,,,
203,07/10/21 01:30:00 PM,12.4703,52.576,12.3852,0.197,,,,
204,07/10/21 02:00:00 PM,12.4690,52.576,12.3827,0.199,,,,
205,07/10/21 02:30:00 PM,12.4661,52.576,12.3823,0.193,,,,
206,07/10/21 03:00:00 PM,12.4661,52.576,12.3790,0.201,,,,
207,07/10/21 03:30:00 PM,12.4618,52.576,12.3780,0.193,,,,
208,07/10/21 04:00:00 PM,12.4576,52.576,12.3716,0.199,,,,
209,07/10/21 04:30:00 PM,12.4576,52.576,12.3717,0.198,,,,
210,07/10/21 05:00:00 PM,12.4505,52.576,12.3684,0.189,,,,
211,07/10/21 05:30:00 PM,12.4505,52.576,12.3656,0.196,,,,
212,07/10/21 06:00:00 PM,12.4476,52.576,12.3600,0.202,,,,
213,07/10/21 06:30:00 PM,12.4461,52.576,12.3565,0.207,,,,
214,07/10/21 07:00:00 PM,12.4461,52.576,12.3568,0.206,,,,
215,07/10/21 07:30:00 PM,12.4461,52.576,12.3516,0.218,,,,
216,07/10/21 08:00:00 PM,12.4461,52.576,12.3523,0.217,,,,
217,07/10/21 08:30:00 PM,12.4490,52.576,12.3546,0.218,,,,
218,07/10/21 09:00:00 PM,12.4532,52.576,12.3588,0.218,,,,
219,07/10/21 09:30:00 PM,12.4561,52.576,12.3659,0.208,,,,
220,07/10/21 10:00:00 PM,12.4632,52.576,12.3688,0.218,,,,
221,07/10/21 10:30:00 PM,12.4647,52.576,12.3704,0.218,,,,
222,07/10/21 11:00:00 PM,12.4647,52.576,12.3704,0.218,,,,
223,07/10/21 11:30:00 PM,12.4647,52.576,12.3720,0.214,,,,
224,07/11/21 12:00:00 AM,12.4632,52.576,12.3727,0.209,,,,
225,07/11/21 12:30:00 AM,12.4632,52.576,12.3677,0.221,,,,
226,07/11/21 01:00:00 AM,12.4618,52.576,12.3672,0.218,,,,
227,07/11/21 01:30:00 AM,12.4605,52.576,12.3665,0.217,,,,
228,07/11/21 02:00:00 AM,12.4576,52.576,12.3658,0.212,,,,
229,07/11/21 02:30:00 AM,12.4561,52.576,12.3621,0.217,,,,
230,07/11/21 03:00:00 AM,12.4532,52.576,12.3635,0.207,,,,
231,07/11/21 03:30:00 AM,12.4522,52.750,12.3608,0.211,,,,
232,07/11/21 04:00:00 AM,12.4537,52.750,12.3582,0.220,,,,
233,07/11/21 04:30:00 AM,12.4495,52.750,12.3604,0.206,,,,
234,07/11/21 05:00:00 AM,12.4522,52.750,12.3617,0.209,,,,
235,07/11/21 05:30:00 AM,12.4495,52.750,12.3607,0.205,,,,
236,07/11/21 06:00:00 AM,12.4537,52.750,12.3636,0.208,,,,
237,07/11/21 06:30:00 AM,12.4566,52.750,12.3661,0.209,,,,
238,07/11/21 07:00:00 AM,12.4566,52.750,12.3649,0.212,,,,
239,07/11/21 07:30:00 AM,12.4566,52.750,12.3691,0.202,,,,
240,07/11/21 08:00:00 AM,12.4522,52.750,12.3684,0.193,,,,
241,07/11/21 08:30:00 AM,12.4537,52.750,12.3710,0.191,,,,
242,07/11/21 09:00:00 AM,12.4522,52.750,12.3717,0.186,,,,
243,07/11/21 09:30:00 AM,12.4466,52.750,12.3655,0.187,,,,
244,07/11/21 10:00:00 AM,12.4466,52.750,12.3685,0.180,,,,
245,07/11/21 10:30:00 AM,12.4466,52.750,12.3685,0.180,,,,
246,07/11/21 11:00:00 AM,12.4437,52.750,12.3658,0.180,,,,
247,07/11/21 11:30:00 AM,12.4424,52.750,12.3655,0.177,,,,
248,07/11/21 12:00:00 PM,12.4366,52.750,12.3632,0.169,,,,
249,07/11/21 12:30:00 PM,12.4366,52.750,12.3600,0.177,,,,
250,07/11/21 01:00:00 PM,12.4351,52.750,12.3571,0.180,,,,
251,07/11/21 01:30:00 PM,12.4351,52.750,12.3545,0.186,,,,
252,07/11/21 02:00:00 PM,12.4294,52.750,12.3472,0.190,,,,
253,07/11/21 02:30:00 PM,12.4280,52.750,12.3445,0.193,,,,
254,07/11/21 03:00:00 PM,12.4252,52.750,12.3381,0.201,,,,
255,07/11/21 03:30:00 PM,12.4238,52.750,12.3366,0.201,,,,
256,07/11/21 04:00:00 PM,12.4209,52.750,12.3321,0.205,,,,
257,07/11/21 04:30:00 PM,12.4181,52.750,12.3301,0.203,,,,
258,07/11/21 05:00:00 PM,12.4138,52.750,12.3276,0.199,,,,
259,07/11/21 05:30:00 PM,12.4123,52.750,12.3256,0.200,,,,
260,07/11/21 06:00:00 PM,12.4109,52.750,12.3236,0.202,,,,
261,07/11/21 06:30:00 PM,12.4096,52.750,12.3240,0.198,,,,
262,07/11/21 07:00:00 PM,12.4109,52.750,12.3188,0.213,,,,
263,07/11/21 07:30:00 PM,12.4123,52.750,12.3205,0.212,,,,
264,07/11/21 08:00:00 PM,12.4138,52.750,12.3195,0.218,,,,
265,07/11/21 08:30:00 PM,12.4152,52.750,12.3236,0.212,,,,
266,07/11/21 09:00:00 PM,12.4209,52.750,12.3268,0.217,,,,
267,07/11/21 09:30:00 PM,12.4267,52.750,12.3321,0.218,,,,
268,07/11/21 10:00:00 PM,12.4280,52.750,12.3349,0.215,,,,
269,07/11/21 10:30:00 PM,12.4309,52.750,12.3402,0.209,,,,
270,07/11/21 11:00:00 PM,12.4309,52.750,12.3385,0.213,,,,
271,07/11/21 11:30:00 PM,12.4338,52.750,12.3400,0.217,,,,
272,07/12/21 12:00:00 AM,12.4323,52.750,12.3421,0.208,,,,
273,07/12/21 12:30:00 AM,12.4294,52.750,12.3353,0.217,,,,
274,07/12/21 01:00:00 AM,12.4294,52.750,12.3352,0.218,,,,
275,07/12/21 01:30:00 AM,12.4294,52.750,12.3372,0.213,,,,
276,07/12/21 02:00:00 AM,12.4294,52.750,12.3347,0.219,,,,
277,07/12/21 02:30:00 AM,12.4252,52.750,12.3363,0.205,,,,
278,07/12/21 03:00:00 AM,12.4252,52.750,12.3330,0.213,,,,
279,07/12/21 03:30:00 AM,12.4223,52.750,12.3311,0.211,,,,
280,07/12/21 04:00:00 AM,12.4223,52.750,12.3337,0.205,,,,
281,07/12/21 04:30:00 AM,12.4223,52.750,12.3372,0.197,,,,
282,07/12/21 05:00:00 AM,12.4280,52.750,12.3353,0.214,,,,
283,07/12/21 05:30:00 AM,12.4267,52.750,12.3388,0.203,,,,
284,07/12/21 06:00:00 AM,12.4280,52.750,12.3401,0.203,,,,
285,07/12/21 06:30:00 AM,12.4309,52.750,12.3423,0.205,,,,
286,07/12/21 07:00:00 AM,12.4309,52.750,12.3445,0.200,,,,
287,07/12/21 07:30:00 AM,12.4294,52.750,12.3458,0.193,,,,
288,07/12/21 08:00:00 AM,12.4280,52.750,12.3442,0.193,,,,
289,07/12/21 08:30:00 AM,12.4267,52.750,12.3481,0.181,,,,
290,07/12/21 09:00:00 AM,12.4280,52.750,12.3485,0.183,,,,
291,07/12/21 09:30:00 AM,12.4270,52.925,12.3462,0.186,,,,
292,07/12/21 10:00:00 AM,12.4257,52.925,12.3459,0.184,,,,
293,07/12/21 10:30:00 AM,12.4242,52.925,12.3449,0.183,,,,
294,07/12/21 11:00:00 AM,12.4228,52.925,12.3474,0.174,,,,
295,07/12/21 11:30:00 AM,12.4228,52.925,12.3478,0.173,,,,
296,07/12/21 12:00:00 PM,12.4228,52.925,12.3420,0.186,,,,
297,07/12/21 12:30:00 PM,12.4228,52.925,12.3434,0.183,,,,
298,07/12/21 01:00:00 PM,12.4213,52.925,12.3378,0.193,,,,
299,07/12/21 01:30:00 PM,12.4171,52.925,12.3372,0.184,,,,
300,07/12/21 02:00:00 PM,12.4199,52.925,12.3324,0.202,,,,
301,07/12/21 02:30:00 PM,12.4171,52.925,12.3339,0.192,,,,
302,07/12/21 03:00:00 PM,12.4142,52.925,12.3278,0.200,,,,
303,07/12/21 03:30:00 PM,12.4128,52.925,12.3281,0.196,,,,
304,07/12/21 04:00:00 PM,12.4099,52.925,12.3244,0.197,,,,
305,07/12/21 04:30:00 PM,12.4113,52.925,12.3221,0.206,,,,
306,07/12/21 05:00:00 PM,12.4086,52.925,12.3215,0.201,,,,
307,07/12/21 05:30:00 PM,12.4071,52.925,12.3192,0.203,,,,
308,07/12/21 06:00:00 PM,12.4042,52.925,12.3192,0.196,,,,
309,07/12/21 06:30:00 PM,12.4057,52.925,12.3195,0.199,,,,
310,07/12/21 07:00:00 PM,12.4042,52.925,12.3154,0.205,,,,
311,07/12/21 07:30:00 PM,12.4042,52.925,12.3162,0.203,,,,
312,07/12/21 08:00:00 PM,12.4071,52.925,12.3143,0.214,,,,
313,07/12/21 08:30:00 PM,12.4071,52.925,12.3144,0.214,,,,
314,07/12/21 09:00:00 PM,12.4099,52.925,12.3167,0.215,,,,
315,07/12/21 09:30:00 PM,12.4157,52.925,12.3239,0.212,,,,
316,07/12/21 10:00:00 PM,12.4157,52.925,12.3263,0.206,,,,
317,07/12/21 10:30:00 PM,12.4184,52.925,12.3292,0.206,,,,
318,07/12/21 11:00:00 PM,12.4213,52.925,12.3285,0.214,,,,
319,07/12/21 11:30:00 PM,12.4213,52.925,12.3288,0.214,,,,
320,07/13/21 12:00:00 AM,12.4184,52.925,12.3297,0.205,,,,
321,07/13/21 12:30:00 AM,12.4213,52.925,12.3307,0.209,,,,
322,07/13/21 01:00:00 AM,12.4228,52.925,12.3327,0.208,,,,
323,07/13/21 01:30:00 AM,12.4199,52.925,12.3297,0.208,,,,
324,07/13/21 02:00:00 AM,12.4184,52.925,12.3305,0.203,,,,
325,07/13/21 02:30:00 AM,12.4171,52.925,12.3301,0.201,,,,
326,07/13/21 03:00:00 AM,12.4171,52.925,12.3291,0.203,,,,
327,07/13/21 03:30:00 AM,12.4157,52.925,12.3292,0.200,,,,
328,07/13/21 04:00:00 AM,12.4171,52.925,12.3291,0.203,,,,
329,07/13/21 04:30:00 AM,12.4142,52.925,12.3256,0.205,,,,
330,07/13/21 05:00:00 AM,12.4142,52.925,12.3265,0.203,,,,
331,07/13/21 05:30:00 AM,12.4142,52.925,12.3265,0.203,,,,
332,07/13/21 06:00:00 AM,12.4142,52.925,12.3250,0.206,,,,
333,07/13/21 06:30:00 AM,12.4157,52.925,12.3266,0.206,,,,
334,07/13/21 07:00:00 AM,12.4157,52.925,12.3295,0.199,,,,
335,07/13/21 07:30:00 AM,12.4142,52.925,12.3323,0.189,,,,
336,07/13/21 08:00:00 AM,12.4157,52.925,12.3334,0.190,,,,
337,07/13/21 08:30:00 AM,12.4128,52.925,12.3353,0.179,,,,
338,07/13/21 09:00:00 AM,12.4099,52.925,12.3328,0.178,,,,
339,07/13/21 09:30:00 AM,12.4071,52.925,12.3302,0.177,,,,
340,07/13/21 10:00:00 AM,12.4113,52.925,12.3318,0.183,,,,
341,07/13/21 10:30:00 AM,12.4057,52.925,12.3302,0.174,,,,
342,07/13/21 11:00:00 AM,12.4086,52.925,12.3343,0.171,,,,
343,07/13/21 11:30:00 AM,12.4099,52.925,12.3330,0.177,,,,
344,07/13/21 12:00:00 PM,12.4088,53.100,12.3343,0.172,,,,
345,07/13/21 12:30:00 PM,12.4117,53.100,12.3321,0.184,,,,
346,07/13/21 01:00:00 PM,12.4103,53.100,12.3278,0.190,,,,
347,07/13/21 01:30:00 PM,12.4088,53.100,12.3315,0.178,,,,
348,07/13/21 02:00:00 PM,12.4117,53.100,12.3294,0.190,,,,
349,07/13/21 02:30:00 PM,12.4103,53.100,12.3243,0.199,,,,
350,07/13/21 03:00:00 PM,12.4103,53.100,12.3228,0.202,,,,
351,07/13/21 03:30:00 PM,12.4088,53.100,12.3294,0.183,,,,
352,07/13/21 04:00:00 PM,12.4075,53.100,12.3249,0.191,,,,
353,07/13/21 04:30:00 PM,12.4046,53.100,12.3215,0.192,,,,
354,07/13/21 05:00:00 PM,12.3990,53.100,12.3162,0.191,,,,
